ID,gCF,gCF_N,gDF1,gDF1_N,gDF2,gDF2_N,gDFP,gDFP_N,gN,sCF,sCF_N,sDF1,sDF1_N,sDF2,sDF2_N,sN,posterior_prob,branchlength,chrom,Node_17,Node_18,Node_19,Pop_Nodes
6,51.63,1092,1.75,37,1.04,22,45.58,964,2115,83.99,5515.81,9.61,551.02,6.4,372.08,6438.91,100,0.00121226,ma5,FALSE,FALSE,FALSE,FALSE
7,30.54,646,21.04,445,19.43,411,28.98,613,2115,49.88,1058.16,25.15,525.88,24.97,521.43,2105.47,100,0.000230884,ma5,FALSE,FALSE,FALSE,FALSE
8,61.32,1297,7.23,153,7.94,168,23.5,497,2115,76.91,2821.87,12.68,469.53,10.41,383.79,3675.19,100,0.000731489,ma5,FALSE,FALSE,FALSE,FALSE
9,27.61,584,5.34,113,3.17,67,63.88,1351,2115,63.65,5808.07,21.09,1785.84,15.26,1351.55,8945.46,100,0.000988461,ma5,FALSE,FALSE,FALSE,FALSE
10,44.44,940,0.61,13,1.32,28,53.62,1134,2115,87.59,8239.55,5.25,492.98,7.16,653.53,9386.06,100,0.00175039,ma5,FALSE,FALSE,FALSE,FALSE
11,16.12,341,7.14,151,11.82,250,64.92,1373,2115,54.06,1558.51,19.89,578.03,26.05,760.43,2896.97,100,0.000368829,ma5,FALSE,FALSE,FALSE,FALSE
12,13.1,277,12.67,268,12.81,271,61.42,1299,2115,32.38,632.79,32.49,639.05,35.13,697.76,1969.6,100,0.000150247,ma5,FALSE,FALSE,FALSE,TRUE
13,31.77,672,9.74,206,9.36,198,49.13,1039,2115,61.07,1277.97,20.48,429.22,18.45,388.33,2095.52,100,0.000387815,ma5,FALSE,FALSE,FALSE,FALSE
14,60.43,1278,4.44,94,4.07,86,31.06,657,2115,89.79,3764.21,4.79,199.77,5.42,225.02,4189,100,0.000980468,ma5,FALSE,FALSE,FALSE,FALSE
15,34.61,732,1.32,28,1.51,32,62.55,1323,2115,75.38,4062.87,11.36,614.81,13.26,704.06,5381.74,100,0.00111888,ma5,FALSE,FALSE,FALSE,FALSE
16,28.18,596,4.07,86,4.07,86,63.69,1347,2115,76.35,992.97,12.24,156.65,11.42,146.9,1296.52,100,0.000600072,ma5,FALSE,FALSE,FALSE,FALSE
17,9.08,192,4.92,104,2.46,52,83.55,1767,2115,43.64,924.19,28.48,619.92,27.88,613.77,2157.88,100,0.000412468,ma5,TRUE,FALSE,FALSE,FALSE
18,8.84,187,0.76,16,2.03,43,88.37,1869,2115,48.5,1392.29,16.99,474.28,34.51,1025.53,2892.1,100,0.000505645,ma5,FALSE,TRUE,FALSE,FALSE
19,9.08,192,2.74,58,8.09,171,80.09,1694,2115,37.54,738.64,12.79,261.08,49.67,1074.17,2073.89,100,0.000366787,ma5,FALSE,FALSE,TRUE,FALSE
20,36.93,781,3.03,64,3.26,69,56.78,1201,2115,76.22,1261.67,9.67,167.77,14.11,245.67,1675.11,100,0.000898608,ma5,FALSE,FALSE,FALSE,FALSE
21,13,275,8.37,177,11.11,235,67.52,1428,2115,57.86,937.71,23.49,337.28,18.64,266.64,1541.63,100,0.000246005,ma5,FALSE,FALSE,FALSE,FALSE
22,27.75,587,2.98,63,2.46,52,66.81,1413,2115,78.82,1456.58,11.33,190.08,9.85,165.06,1811.72,100,0.000572614,ma5,FALSE,FALSE,FALSE,FALSE
23,13.33,282,0.99,21,0.52,11,85.15,1801,2115,66.69,2012.33,17.42,541.4,15.89,507.22,3060.95,100,0.000663615,ma5,FALSE,FALSE,FALSE,FALSE
24,10.21,216,3.22,68,2.22,47,84.35,1784,2115,56.23,1172.11,27.27,549.81,16.5,341.01,2062.93,100,0.000406988,ma5,FALSE,FALSE,FALSE,FALSE
25,5.77,122,7.99,169,10.59,224,75.65,1600,2115,37.15,284.35,25.47,201.66,37.38,268.5,754.51,100,0.000129382,ma5,FALSE,FALSE,FALSE,TRUE
26,13.43,284,5.15,109,7.61,161,73.81,1561,2115,56.15,223.77,24.52,101.17,19.32,76.73,401.67,100,0.000155562,ma5,FALSE,FALSE,FALSE,TRUE
27,18.2,385,2.17,46,2.46,52,77.16,1632,2115,74.52,986.1,14.45,186.4,11.03,137.23,1309.73,100,0.000530155,ma5,FALSE,FALSE,FALSE,FALSE
28,17.26,365,10.92,231,13.19,279,58.63,1240,2115,29.2,196.57,43.21,299.2,27.59,188.86,684.63,100,0.000108208,ma5,FALSE,FALSE,FALSE,TRUE
29,33.48,708,11.44,242,8.37,177,46.71,988,2115,73.07,885.59,15.18,189.57,11.75,148.53,1223.69,100,0.000432515,ma5,FALSE,FALSE,FALSE,FALSE
1,89.82,1103,0.57,7,0.9,11,8.71,107,1228,94.04,9785.51,3.13,338.29,2.82,306.7,10430.5,100,0.00344279,ma6,FALSE,FALSE,FALSE,FALSE
2,23.7,291,3.58,44,0.81,10,71.91,883,1228,73.46,3156.33,17.77,708.05,8.76,375.25,4239.63,100,0.00131878,ma6,FALSE,FALSE,FALSE,FALSE
3,9.61,118,7.17,88,5.21,64,78.01,958,1228,40.71,711.66,27.82,395.44,31.47,522.64,1629.74,100,0.000463431,ma6,FALSE,FALSE,FALSE,FALSE
4,59.85,735,2.85,35,0.81,10,36.48,448,1228,84.04,1186.97,12.99,186.06,2.97,42.74,1415.77,100,0.00107274,ma6,FALSE,FALSE,FALSE,FALSE
5,7.57,93,26.3,323,6.92,85,59.2,727,1228,42.88,182.04,42.74,188.18,14.38,61.22,431.44,100,0.00038724,ma6,FALSE,FALSE,FALSE,FALSE
6,47.31,581,1.47,18,0.9,11,50.33,618,1228,78.54,2919.57,12.18,476.03,9.28,365.59,3761.19,100,0.00121226,ma6,FALSE,FALSE,FALSE,FALSE
7,32.57,400,19.22,236,18.4,226,29.8,366,1228,39.95,962.38,35.56,830.04,24.49,578.32,2370.74,100,0.000230884,ma6,FALSE,FALSE,FALSE,FALSE
8,64.17,788,5.46,67,7.74,95,22.64,278,1228,76.02,2526.82,10.05,330.03,13.94,462.77,3319.62,100,0.000731489,ma6,FALSE,FALSE,FALSE,FALSE
9,23.21,285,4.8,59,2.93,36,69.06,848,1228,64.37,3489.91,19.99,897.69,15.65,805.56,5193.16,100,0.000988461,ma6,FALSE,FALSE,FALSE,FALSE
10,44.46,546,0.08,1,1.06,13,54.4,668,1228,89.01,5088.1,4.31,238.75,6.68,354.65,5681.5,100,0.00175039,ma6,FALSE,FALSE,FALSE,FALSE
11,18.16,223,5.37,66,15.15,186,61.32,753,1228,53.96,884.52,18.35,300.94,27.68,465.5,1650.96,100,0.000368829,ma6,FALSE,FALSE,FALSE,FALSE
12,11.97,147,13.6,167,15.31,188,59.12,726,1228,30.48,263.18,29.85,258.49,39.67,344.95,866.62,100,0.000150247,ma6,FALSE,FALSE,FALSE,TRUE
13,34.53,424,6.35,78,7.74,95,51.38,631,1228,57.45,595.11,25.51,267.13,17.04,175.5,1037.74,100,0.000387815,ma6,FALSE,FALSE,FALSE,FALSE
14,64.74,795,4.4,54,4.64,57,26.22,322,1228,90.1,2227.7,3.56,86.78,6.33,153.11,2467.59,100,0.000980468,ma6,FALSE,FALSE,FALSE,FALSE
15,40.72,500,0.49,6,0.57,7,58.22,715,1228,79.08,2225.63,8.75,256.21,12.17,348.41,2830.25,100,0.00111888,ma6,FALSE,FALSE,FALSE,FALSE
16,29.48,362,4.97,61,4.48,55,61.07,750,1228,79.17,603.53,11.55,87.36,9.28,70.13,761.02,100,0.000600072,ma6,FALSE,FALSE,FALSE,FALSE
17,8.22,101,3.91,48,2.77,34,85.1,1045,1228,42.91,495.01,30.49,357.25,26.6,307.79,1160.05,100,0.000412468,ma6,TRUE,FALSE,FALSE,FALSE
18,8.14,100,0.81,10,1.87,23,89.17,1095,1228,53.36,897.91,17.03,280.54,29.61,511.56,1690.01,100,0.000505645,ma6,FALSE,TRUE,FALSE,FALSE
19,7.65,94,2.52,31,9.2,113,80.62,990,1228,34.19,381.46,14.79,171.14,51.02,606.43,1159.03,100,0.000366787,ma6,FALSE,FALSE,TRUE,FALSE
20,38.27,470,2.04,25,3.09,38,56.6,695,1228,78.12,681.63,8.28,74.65,13.61,126.48,882.76,100,0.000898608,ma6,FALSE,FALSE,FALSE,FALSE
21,12.13,149,7.9,97,9.77,120,70.2,862,1228,60.36,482.22,18.9,147.53,20.74,161.37,791.12,100,0.000246005,ma6,FALSE,FALSE,FALSE,FALSE
22,22.96,282,2.69,33,3.01,37,71.34,876,1228,73.12,627.96,16.03,122.7,10.85,85.27,835.93,100,0.000572614,ma6,FALSE,FALSE,FALSE,FALSE
23,12.62,155,0.65,8,1.06,13,85.67,1052,1228,63.49,988.86,16.99,278.67,19.52,325.14,1592.67,100,0.000663615,ma6,FALSE,FALSE,FALSE,FALSE
24,12.3,151,1.71,21,2.52,31,83.47,1025,1228,58.69,564.5,24.36,229.62,16.95,170.88,965,100,0.000406988,ma6,FALSE,FALSE,FALSE,FALSE
25,8.71,107,7.74,95,11.32,139,72.23,887,1228,40.78,149.4,27.41,104.54,31.81,115.03,368.97,100,0.000129382,ma6,FALSE,FALSE,FALSE,TRUE
26,16.53,203,6.92,85,6.11,75,70.44,865,1228,47.84,138.5,27.91,81.78,24.25,71.42,291.7,100,0.000155562,ma6,FALSE,FALSE,FALSE,TRUE
27,19.38,238,1.95,24,2.28,28,76.38,938,1228,73.02,528.03,15.38,109.64,11.61,81.38,719.05,100,0.000530155,ma6,FALSE,FALSE,FALSE,FALSE
28,16.61,204,12.3,151,15.31,188,55.78,685,1228,28.09,105.04,42.04,168.44,29.87,113.32,386.8,100,0.000108208,ma6,FALSE,FALSE,FALSE,TRUE
29,37.21,457,7.57,93,5.78,71,49.43,607,1228,96.27,820.51,3.28,28.97,0.45,3.9,853.38,100,0.000432515,ma6,FALSE,FALSE,FALSE,FALSE
1,92.2,886,0.31,3,0.21,2,7.28,70,961,95.35,8205.65,2.4,202.24,2.24,190.67,8598.56,100,0.00344279,ma7,FALSE,FALSE,FALSE,FALSE
2,31.32,301,4.89,47,0.62,6,63.16,607,961,74.27,2363.24,16.29,549.28,9.45,329.79,3242.31,100,0.00131878,ma7,FALSE,FALSE,FALSE,FALSE
3,12.59,121,7.18,69,12.07,116,68.16,655,961,37.54,495.15,22.83,306.94,39.63,504.8,1306.89,100,0.000463431,ma7,FALSE,FALSE,FALSE,FALSE
4,55.98,538,4.58,44,1.25,12,38.19,367,961,87.95,987.69,7.53,88.04,4.52,47.91,1123.64,100,0.00107274,ma7,FALSE,FALSE,FALSE,FALSE
5,16.86,162,10.82,104,9.89,95,62.43,600,961,63.61,268.08,15.2,64.96,21.19,91.7,424.74,100,0.00038724,ma7,FALSE,FALSE,FALSE,FALSE
6,46.93,451,1.87,18,0.62,6,50.57,486,961,82.07,2060.53,11.3,262.45,6.63,154.57,2477.55,100,0.00121226,ma7,FALSE,FALSE,FALSE,FALSE
7,30.8,296,18.73,180,22.58,217,27.89,268,961,52.45,511.51,20.07,195.02,27.48,267.42,973.95,100,0.000230884,ma7,FALSE,FALSE,FALSE,FALSE
8,61.5,591,7.39,71,6.35,61,24.77,238,961,77.73,1161.4,13.41,200.47,8.86,133.36,1495.23,100,0.000731489,ma7,FALSE,FALSE,FALSE,FALSE
9,25.7,247,5.93,57,2.91,28,65.45,629,961,60.09,2247.5,22.11,772.7,17.8,657.01,3677.21,100,0.000988461,ma7,FALSE,FALSE,FALSE,FALSE
10,41.42,398,0.83,8,0.83,8,56.92,547,961,85.92,3202.1,5.92,213.18,8.16,291.4,3706.68,100,0.00175039,ma7,FALSE,FALSE,FALSE,FALSE
11,14.46,139,7.91,76,13.84,133,63.79,613,961,47.02,640.57,24.87,341.16,28.11,393.15,1374.88,100,0.000368829,ma7,FALSE,FALSE,FALSE,FALSE
12,14.05,135,11.34,109,12.49,120,62.12,597,961,37.31,311.8,29.12,243.19,33.57,280.02,835.01,100,0.000150247,ma7,FALSE,FALSE,FALSE,TRUE
13,32.47,312,10.09,97,8.22,79,49.22,473,961,60.39,480.91,19.11,152.58,20.5,163.75,797.24,100,0.000387815,ma7,FALSE,FALSE,FALSE,FALSE
14,63.06,606,4.47,43,3.75,36,28.72,276,961,86.01,1646.37,7.01,133.2,6.98,131.3,1910.87,100,0.000980468,ma7,FALSE,FALSE,FALSE,FALSE
15,30.59,294,0.52,5,0.94,9,67.95,653,961,74.89,1787.97,11.55,276.39,13.57,321.99,2386.35,100,0.00111888,ma7,FALSE,FALSE,FALSE,FALSE
16,26.64,256,4.68,45,3.43,33,65.24,627,961,65.75,444.3,19.27,129.08,14.98,99.76,673.14,100,0.000600072,ma7,FALSE,FALSE,FALSE,FALSE
17,5.72,55,4.06,39,2.6,25,87.62,842,961,38.55,423.5,29.87,332.73,31.58,343.56,1099.79,100,0.000412468,ma7,TRUE,FALSE,FALSE,FALSE
18,7.6,73,0.73,7,2.08,20,89.59,861,961,50.38,746.64,17.05,252.3,32.57,501.75,1500.69,100,0.000505645,ma7,FALSE,TRUE,FALSE,FALSE
19,9.68,93,2.6,25,8.84,85,78.88,758,961,36.22,354.79,14.7,147.32,49.08,523.8,1025.91,100,0.000366787,ma7,FALSE,FALSE,TRUE,FALSE
20,39.02,375,2.71,26,5.1,49,53.17,511,961,77.08,627.8,6.62,57.96,16.3,142.67,828.43,100,0.000898608,ma7,FALSE,FALSE,FALSE,FALSE
21,17.07,164,4.68,45,12.8,123,65.45,629,961,67.34,636.38,11.83,95.25,20.83,163.94,895.57,100,0.000246005,ma7,FALSE,FALSE,FALSE,FALSE
22,25.81,248,2.91,28,1.98,19,69.3,666,961,76.03,634.56,9.68,71.98,14.3,106.1,812.64,100,0.000572614,ma7,FALSE,FALSE,FALSE,FALSE
23,11.97,115,0.42,4,0.62,6,86.99,836,961,65.85,940.12,17.04,255.69,17.12,255.32,1451.13,100,0.000663615,ma7,FALSE,FALSE,FALSE,FALSE
24,10.3,99,3.33,32,2.08,20,84.29,810,961,52.95,459.24,26.63,211.09,20.42,176.89,847.22,100,0.000406988,ma7,FALSE,FALSE,FALSE,FALSE
25,6.76,65,7.7,74,9.05,87,76.48,735,961,44.55,147.38,26.31,89.06,29.14,94.46,330.9,100,0.000129382,ma7,FALSE,FALSE,FALSE,TRUE
26,11.86,114,5.83,56,7.6,73,74.71,718,961,45.56,78.62,32.03,56.19,22.41,40.19,175,100,0.000155562,ma7,FALSE,FALSE,FALSE,TRUE
27,20.71,199,2.6,25,1.14,11,75.55,726,961,79.55,486.79,12.25,75.59,8.2,47.44,609.82,100,0.000530155,ma7,FALSE,FALSE,FALSE,FALSE
28,17.69,170,9.89,95,14.05,135,58.38,561,961,28.38,85.42,39.87,120.55,31.75,91.03,297,100,0.000108208,ma7,FALSE,FALSE,FALSE,TRUE
29,36.42,350,7.49,72,13.53,130,42.56,409,961,71.95,430.6,12.89,80.51,15.16,93.68,604.79,100,0.000432515,ma7,FALSE,FALSE,FALSE,FALSE
1,86.26,565,1.07,7,0.15,1,12.52,82,655,88.18,7591.02,6.45,548.97,5.37,467.2,8607.19,100,0.00344279,mi1,FALSE,FALSE,FALSE,FALSE
2,41.83,274,4.27,28,0.46,3,53.44,350,655,73.15,3432.53,16.71,842.22,10.14,509.53,4784.28,100,0.00131878,mi1,FALSE,FALSE,FALSE,FALSE
3,22.29,146,6.26,41,14.81,97,56.64,371,655,39.36,708.93,18.65,334.3,41.99,749.84,1793.07,100,0.000463431,mi1,FALSE,FALSE,FALSE,FALSE
4,54.96,360,8.85,58,1.07,7,35.11,230,655,77.84,1264.56,13.62,218.72,8.53,135.73,1619.01,100,0.00107274,mi1,FALSE,FALSE,FALSE,FALSE
5,34.96,229,8.55,56,8.7,57,47.79,313,655,73.32,508.58,13.72,96.23,12.95,89.83,694.64,100,0.00038724,mi1,FALSE,FALSE,FALSE,FALSE
6,61.68,404,1.68,11,0.76,5,35.88,235,655,84.37,2408.54,9.39,235.78,6.24,164.62,2808.94,100,0.00121226,mi1,FALSE,FALSE,FALSE,FALSE
7,39.69,260,18.02,118,20.31,133,21.98,144,655,50.68,569.33,26.32,289.73,23.01,255.69,1114.75,100,0.000230884,mi1,FALSE,FALSE,FALSE,FALSE
8,71.76,470,5.19,34,5.95,39,17.1,112,655,82.97,1274.81,9.17,142.28,7.86,121.4,1538.49,100,0.000731489,mi1,FALSE,FALSE,FALSE,FALSE
9,29.16,191,4.89,32,4.27,28,61.68,404,655,56.69,2885.38,23.59,1178.67,19.72,994.04,5058.09,100,0.000988461,mi1,FALSE,FALSE,FALSE,FALSE
10,44.27,290,0.76,5,1.37,9,53.59,351,655,82.61,3892.57,7.28,345.12,10.11,468.86,4706.55,100,0.00175039,mi1,FALSE,FALSE,FALSE,FALSE
11,22.14,145,6.26,41,14.66,96,56.95,373,655,55.24,914.62,17.57,291.19,27.19,451.2,1657.01,100,0.000368829,mi1,FALSE,FALSE,FALSE,FALSE
12,18.32,120,11.3,74,15.11,99,55.27,362,655,29.38,260.9,36.13,323.18,34.49,308.64,892.72,100,0.000150247,mi1,FALSE,FALSE,FALSE,TRUE
13,37.71,247,8.7,57,11.45,75,42.14,276,655,61.91,598.82,18.3,177.76,19.79,192.33,968.91,100,0.000387815,mi1,FALSE,FALSE,FALSE,FALSE
14,72.06,472,1.98,13,2.44,16,23.51,154,655,91.62,2126.97,3.64,83.14,4.74,108.4,2318.51,100,0.000980468,mi1,FALSE,FALSE,FALSE,FALSE
15,24.89,163,1.22,8,1.37,9,72.52,475,655,65.29,1518.88,14.91,348.96,19.8,460.89,2328.73,100,0.00111888,mi1,FALSE,FALSE,FALSE,FALSE
16,29.16,191,4.27,28,3.82,25,62.75,411,655,68.87,476.82,15.19,105.61,15.94,110.59,693.02,100,0.000600072,mi1,FALSE,FALSE,FALSE,FALSE
17,9.47,62,4.43,29,1.68,11,84.43,553,655,42.22,565.02,30.04,413.71,27.75,377.64,1356.37,100,0.000412468,mi1,TRUE,FALSE,FALSE,FALSE
18,11.45,75,0.76,5,3.21,21,84.58,554,655,51.25,1019.74,17.76,347.63,31,626.88,1994.25,100,0.000505645,mi1,FALSE,TRUE,FALSE,FALSE
19,12.52,82,1.22,8,8.55,56,77.71,509,655,43.77,613.81,12.9,182.92,43.34,625.62,1422.35,100,0.000366787,mi1,FALSE,FALSE,TRUE,FALSE
20,41.53,272,4.58,30,7.33,48,46.56,305,655,67.11,793.02,15.84,192.86,17.06,202.01,1187.89,100,0.000898608,mi1,FALSE,FALSE,FALSE,FALSE
21,16.03,105,12.98,85,9.62,63,61.37,402,655,55.86,565.43,28.14,273.21,16,153.78,992.42,100,0.000246005,mi1,FALSE,FALSE,FALSE,FALSE
22,40,262,1.37,9,3.51,23,55.11,361,655,78.04,1044.94,11.48,143.25,10.47,126.54,1314.73,100,0.000572614,mi1,FALSE,FALSE,FALSE,FALSE
23,17.25,113,0.61,4,0.92,6,81.22,532,655,62.06,1365.02,16.36,373.33,21.58,486.53,2224.88,100,0.000663615,mi1,FALSE,FALSE,FALSE,FALSE
24,12.98,85,4.73,31,4.89,32,77.4,507,655,51.5,718.32,29,415.62,19.5,279.48,1413.42,100,0.000406988,mi1,FALSE,FALSE,FALSE,FALSE
25,8.7,57,11.15,73,10.84,71,69.31,454,655,42.39,324.95,27.35,203.75,30.26,220.43,749.13,100,0.000129382,mi1,FALSE,FALSE,FALSE,TRUE
26,15.57,102,10.84,71,11.91,78,61.68,404,655,50.31,205.37,26.08,106.55,23.61,97.14,409.06,100,0.000155562,mi1,FALSE,FALSE,FALSE,TRUE
27,30.08,197,2.44,16,1.83,12,65.65,430,655,74.69,862.51,14.52,165.22,10.8,123.83,1151.56,100,0.000530155,mi1,FALSE,FALSE,FALSE,FALSE
28,14.5,95,14.81,97,15.88,104,54.81,359,655,34.95,204.57,40.08,244.75,24.98,151.3,600.62,100,0.000108208,mi1,FALSE,FALSE,FALSE,TRUE
29,33.74,221,13.89,91,11.91,78,40.46,265,655,50.76,621.35,27.26,337.52,21.98,269.35,1228.22,100,0.000432515,mi1,FALSE,FALSE,FALSE,FALSE
1,82.11,78,4.21,4,1.05,1,12.63,12,95,83.1,978.79,8.24,92,8.67,104.71,1175.5,100,0.00344279,mi10,FALSE,FALSE,FALSE,FALSE
2,68.42,65,1.05,1,0,0,30.53,29,95,79.39,616.6,12.79,107.5,7.82,65.76,789.86,100,0.00131878,mi10,FALSE,FALSE,FALSE,FALSE
3,31.58,30,1.05,1,27.37,26,40,38,95,36.89,108.88,11.88,35.06,51.23,151.75,295.69,100,0.000463431,mi10,FALSE,FALSE,FALSE,FALSE
4,73.68,70,7.37,7,5.26,5,13.68,13,95,89.85,219.48,4.18,10.18,5.98,13.59,243.25,100,0.00107274,mi10,FALSE,FALSE,FALSE,FALSE
5,51.58,49,8.42,8,6.32,6,33.68,32,95,79.41,76.89,10.48,8.88,10.11,9.17,94.94,100,0.00038724,mi10,FALSE,FALSE,FALSE,FALSE
6,58.95,56,2.11,2,0,0,38.95,37,95,82.31,365.41,11.13,40.96,6.56,24.41,430.78,100,0.00121226,mi10,FALSE,FALSE,FALSE,FALSE
7,42.11,40,22.11,21,12.63,12,23.16,22,95,63.77,94.15,21.96,32.12,14.27,20.82,147.09,100,0.000230884,mi10,FALSE,FALSE,FALSE,FALSE
8,75.79,72,3.16,3,6.32,6,14.74,14,95,87.65,188.01,6.83,14.72,5.52,11.65,214.38,100,0.000731489,mi10,FALSE,FALSE,FALSE,FALSE
9,44.21,42,6.32,6,2.11,2,47.37,45,95,56.58,423.88,25.1,183.77,18.32,133.26,740.91,100,0.000988461,mi10,FALSE,FALSE,FALSE,FALSE
10,57.89,55,0,0,6.32,6,35.79,34,95,76.04,535.79,7.39,52.33,16.57,111.79,699.91,100,0.00175039,mi10,FALSE,FALSE,FALSE,FALSE
11,23.16,22,7.37,7,13.68,13,55.79,53,95,52.06,162.23,21.5,70.59,26.44,85.85,318.67,100,0.000368829,mi10,FALSE,FALSE,FALSE,FALSE
12,8.42,8,17.89,17,28.42,27,45.26,43,95,19.68,40.26,45.18,106.68,35.14,76.67,223.61,100,0.000150247,mi10,FALSE,FALSE,FALSE,TRUE
13,55.79,53,5.26,5,4.21,4,34.74,33,95,81.11,232.95,11.77,32.35,7.12,19.09,284.39,100,0.000387815,mi10,FALSE,FALSE,FALSE,FALSE
14,81.05,77,7.37,7,0,0,11.58,11,95,98.59,342.75,1.05,3.41,0.36,1.26,347.42,100,0.000980468,mi10,FALSE,FALSE,FALSE,FALSE
15,28.42,27,1.05,1,3.16,3,67.37,64,95,56.36,209.27,19.82,72.24,23.82,87.14,368.65,100,0.00111888,mi10,FALSE,FALSE,FALSE,FALSE
16,52.63,50,4.21,4,2.11,2,41.05,39,95,85.96,131.26,6.35,9.29,7.69,11.67,152.22,100,0.000600072,mi10,FALSE,FALSE,FALSE,FALSE
17,9.47,9,3.16,3,2.11,2,85.26,81,95,35.3,87.92,34.23,85.61,30.47,75.9,249.43,100,0.000412468,mi10,TRUE,FALSE,FALSE,FALSE
18,15.79,15,2.11,2,4.21,4,77.89,74,95,51.14,178.45,20.51,73.15,28.35,99.77,351.37,100,0.000505645,mi10,FALSE,TRUE,FALSE,FALSE
19,11.58,11,2.11,2,11.58,11,74.74,71,95,35.71,88.52,12.18,29.17,52.11,131.34,249.03,100,0.000366787,mi10,FALSE,FALSE,TRUE,FALSE
20,38.95,37,12.63,12,7.37,7,41.05,39,95,39.33,74.97,27.92,60.71,32.75,65.46,201.14,100,0.000898608,mi10,FALSE,FALSE,FALSE,FALSE
21,36.84,35,4.21,4,6.32,6,52.63,50,95,83.95,146.95,9.03,14.84,7.02,12.05,173.84,100,0.000246005,mi10,FALSE,FALSE,FALSE,FALSE
22,47.37,45,2.11,2,4.21,4,46.32,44,95,74.05,185.18,15.58,35.22,10.37,22.09,242.49,100,0.000572614,mi10,FALSE,FALSE,FALSE,FALSE
23,24.21,23,0,0,3.16,3,72.63,69,95,61.27,231.64,14.94,58.13,23.79,91.17,380.94,100,0.000663615,mi10,FALSE,FALSE,FALSE,FALSE
24,20,19,6.32,6,4.21,4,69.47,66,95,60.14,152.37,20.28,54.71,19.58,52.79,259.87,100,0.000406988,mi10,FALSE,FALSE,FALSE,FALSE
25,14.74,14,11.58,11,10.53,10,63.16,60,95,37.17,54.07,34.28,52.73,28.56,41.03,147.83,100,0.000129382,mi10,FALSE,FALSE,FALSE,TRUE
26,24.21,23,17.89,17,10.53,10,47.37,45,95,47.58,50.82,36.15,38.26,16.27,17.59,106.67,100,0.000155562,mi10,FALSE,FALSE,FALSE,TRUE
27,50.53,48,1.05,1,3.16,3,45.26,43,95,73.95,182.72,9.8,25.66,16.25,40.01,248.39,100,0.000530155,mi10,FALSE,FALSE,FALSE,FALSE
28,18.95,18,24.21,23,28.42,27,28.42,27,95,44.12,43.12,44.01,41.93,11.88,11.28,96.33,100,0.000108208,mi10,FALSE,FALSE,FALSE,TRUE
29,72.63,69,2.11,2,11.58,11,13.68,13,95,97.02,130.31,0.91,1.18,2.07,2.72,134.21,100,0.000432515,mi10,FALSE,FALSE,FALSE,FALSE
1,80.32,200,0.4,1,0,0,19.28,48,249,86.91,1938.5,7.41,164.79,5.68,131.19,2234.48,100,0.00344279,mi2,FALSE,FALSE,FALSE,FALSE
2,28.11,70,2.01,5,0,0,69.88,174,249,71.8,797.12,17.16,195.39,11.04,125.47,1117.98,100,0.00131878,mi2,FALSE,FALSE,FALSE,FALSE
3,17.67,44,4.82,12,4.02,10,73.49,183,249,38,139.35,27.5,105.12,34.5,126.01,370.48,100,0.000463431,mi2,FALSE,FALSE,FALSE,FALSE
4,49.4,123,4.42,11,0.8,2,45.38,113,249,83.68,216.92,10.47,26.81,5.85,14.91,258.64,100,0.00107274,mi2,FALSE,FALSE,FALSE,FALSE
5,16.87,42,10.84,27,13.65,34,58.63,146,249,56.6,69.49,21.22,26.59,22.18,28.04,124.12,100,0.00038724,mi2,FALSE,FALSE,FALSE,FALSE
6,64.26,160,1.2,3,0.8,2,33.73,84,249,84.62,721.16,8.56,67.58,6.82,59.51,848.25,100,0.00121226,mi2,FALSE,FALSE,FALSE,FALSE
7,34.14,85,23.29,58,20.08,50,22.49,56,249,44.4,169.66,30.87,117.59,24.73,95.6,382.85,100,0.000230884,mi2,FALSE,FALSE,FALSE,FALSE
8,63.05,157,6.83,17,8.84,22,21.29,53,249,70.64,323.19,15.96,74.24,13.4,61.98,459.41,100,0.000731489,mi2,FALSE,FALSE,FALSE,FALSE
9,24.9,62,6.83,17,2.41,6,65.86,164,249,56.98,770.94,23.72,312.06,19.3,265.93,1348.93,100,0.000988461,mi2,FALSE,FALSE,FALSE,FALSE
10,42.57,106,0,0,0,0,57.43,143,249,82.87,1212.58,7.02,101.04,10.11,146.5,1460.12,100,0.00175039,mi2,FALSE,FALSE,FALSE,FALSE
11,16.87,42,4.42,11,12.05,30,66.67,166,249,38.18,169.74,22.76,101.82,39.06,178.01,449.57,100,0.000368829,mi2,FALSE,FALSE,FALSE,FALSE
12,10.44,26,10.04,25,19.68,49,59.84,149,249,27.9,161.7,45.45,269.96,26.65,155.34,587,100,0.000150247,mi2,FALSE,FALSE,FALSE,TRUE
13,36.55,91,5.62,14,7.23,18,50.6,126,249,69.87,477.24,15.93,108.52,14.2,96.69,682.45,100,0.000387815,mi2,FALSE,FALSE,FALSE,FALSE
14,62.25,155,4.42,11,4.82,12,28.51,71,249,87.78,509.67,5.32,30.94,6.89,39.04,579.65,100,0.000980468,mi2,FALSE,FALSE,FALSE,FALSE
15,40.96,102,0,0,0.4,1,58.63,146,249,68.47,453.42,15.32,105.8,16.21,111.43,670.65,100,0.00111888,mi2,FALSE,FALSE,FALSE,FALSE
